,model,train_loss,val_loss,test_loss,train_acc,val_acc,test_acc
0,CNN_model,0.2450484186410904,0.2367781102657318,0.2691122889518738,0.887499988079071,0.8866666555404663,0.8550000190734863
1,improved_CNN_model_1,0.2280009686946869,0.21917098760604858,0.23382459580898285,0.897857129573822,0.9083333611488342,0.8899999856948853
2,improved_CNN_model_2,0.30496397614479065,0.276792973279953,0.28583618998527527,0.875,0.8933333158493042,0.875
