,model,train_loss,val_loss,test_loss,train_acc,val_acc,test_acc
0,best_RNN_model,0.13856998085975647,,0.39815738797187805,0.9371428489685059,,0.8299999833106995
1,best_CNN_model,0.2280009686946869,,0.22925470769405365,0.897857129573822,,0.8983333110809326
